0; 0; 0; 0; 0; 0; 2; 8; -0.1333; 6; 4; 0.2; 0; 0; 0; 0; 0; 0; 2; 8; -0.1333; 6; 4; 0.2; 0; 0; 0; 0; 0; 0; 59; 88; 1; 0; 0; -260; -260; 0; 1
0; 0; 0; 0; 0; 0; 4; 6; -0.1; 5; 5; -0.2667; 0; 0; 0; 0; 0; 0; 4; 6; -0.1; 5; 5; -0.2667; 2; 4; -0.3333; 2; 4; -0.3333; 18; 7; 1; 0; 0; 3; 3; 0; 1
0; 0; 0; 0; 0; 0; 3; 7; -0.15; 5; 5; 0.0667; 0; 0; 0; 0; 0; 0; 3; 7; -0.15; 5; 5; 0.0667; 2; 3; -0.8; 1; 2; -1; 32; 28; 1; 0; 0; -289; -289; 0; 1
0; 0; 0; 0; 0; 0; 6; 4; 0.2; 6; 4; 0.3; 0; 0; 0; 0; 0; 0; 6; 4; 0.2; 6; 4; 0.3; 2; 0; 3.5; 1; 0; 5; 15; 78; 1; 0; 0; -35; -35; 0; 1
0; 0; 0; 0; 0; 0; 6; 4; 0.3; 4; 6; 0.15; 0; 0; 0; 0; 0; 0; 6; 4; 0.3; 3; 7; 0; 6; 2; 2; 4; 1; 2.6; 5; 36; 1; 0; 0; 496; 384; 1; 0
1; 0; 1; 1; 0; 3; 5; 5; 0.2667; 5; 5; 0.3; 1; 0; 1; 1; 0; 3; 5; 5; 0.2667; 5; 5; 0.3; 0; 2; -1; 0; 0; 0; 71; 28; 1; 0; 0; -313; -313; 0; 1
1; 0; 1; 0; 0; 0; 2; 8; -0.2; 3; 7; -0.25; 1; 0; 1; 0; 0; 0; 2; 8; -0.0333; 3; 7; -0.25; 0; 2; -2; 0; 1; -3; 60; 20; 1; 0; 0; -132; -80; 0; 1
0; 0; 0; 1; 0; 2; 4; 6; -0.1; 6; 4; 0.3; 0; 0; 0; 1; 0; 2; 4; 6; -0.1; 6; 4; 0.3; 6; 0; 1.8333; 3; 0; 2.3333; 4; 22; 1; 0; 0; -363; -363; 1; 0
1; 0; 3; 0; 0; 0; 6; 4; 0.4; 6; 4; 0.3; 1; 0; 3; 0; 0; 0; 6; 4; 0.4; 6; 4; 0.3; 0; 0; 0; 0; 0; 0; 88; 14; 1; 0; 0; -221; -221; 0; 1
2; 0; 3; 1; 0; 2; 5; 5; -0.15; 4; 6; 0.2; 2; 0; 3; 1; 0; 2; 5; 5; -0.15; 4; 6; 0.2; 0; 1; -3; 0; 1; -3; 28; 20; 1; 0; 0; 213; 213; 1; 0
1; 0; 3; 2; 0; 4; 6; 4; 0.1; 7; 3; 0.3667; 1; 0; 3; 2; 0; 4; 6; 4; 0.1; 7; 3; 0.3667; 1; 6; -2.1429; 1; 5; -1.8333; 14; 5; 1; 0; 0; 72; 72; 1; 0
2; 0; 3; 2; 0; 1; 5; 5; 0.0667; 5; 5; -0.2; 2; 0; 3; 2; 0; 1; 5; 5; 0.0667; 5; 5; -0.2; 3; 6; -1; 3; 4; -0.4286; 8; 4; 1; 0; 0; -93; -93; 1; 0
2; 0; 2; 3; 0; 2.3333; 7; 3; -0.1; 6; 4; 0.2; 2; 0; 2; 3; 0; 2; 7; 3; -0.1; 6; 4; 0.2; 1; 2; 0; 1; 2; 0; 14; 28; 1; 0; 0; 202; 202; 0; 1
4; 0; 2.25; 3; 0; 2.6667; 6; 4; -0.15; 5; 5; -0.3; 4; 0; 2; 3; 0; 2; 6; 4; -0.15; 5; 5; -0.3; 0; 3; -1.3333; 0; 3; -1.3333; 28; 8; 1; 0; 0; 265; 265; 1; 0
2; 0; 4; 0; 0; 0; 7; 3; 0.1; 2; 8; 0.15; 2; 0; 4; 0; 0; 0; 7; 3; 0.1; 2; 8; 0.15; 0; 0; 0; 0; 0; 0; 39; 49; 1; 0; 0; 414; 414; 0; 1
0; 0; 0; 0; 0; 0; 4; 6; 0.2667; 4; 6; -0.4; 0; 0; 0; 0; 0; 0; 4; 6; 0.2667; 4; 6; -0.4; 3; 0; 2; 0; 0; 0; 73; 68; 1; 0; 0; 88; 88; 1; 0
0; 0; 0; 0; 0; 0; 3; 7; -0.25; 5; 5; -0.1; 0; 0; 0; 0; 0; 0; 3; 7; -0.25; 5; 5; -0.1; 0; 1; 0; 0; 0; 0; 94; 23; 1; 0; 0; -74; -74; 0; 1
0; 0; 0; 0; 0; 0; 5; 5; 0.125; 7; 3; 0.1667; 0; 0; 0; 0; 0; 0; 5; 5; 0.125; 7; 3; 0.1667; 0; 2; -1; 0; 0; 0; 79; 10; 1; 0; 0; -466; -466; 0; 1
0; 0; 0; 0; 0; 0; 5; 5; -0.2; 5; 5; 0.1333; 0; 0; 0; 0; 0; 0; 5; 5; -0.3; 5; 5; 0.1333; 0; 1; -1; 0; 1; -1; 66; 16; 1; 0; 0; -34; -34; 0; 1
0; 0; 0; 0; 0; 0; 10; 0; 0.2; 3; 7; -0.0667; 0; 0; 0; 0; 0; 0; 10; 0; 0.2; 3; 7; 0.45; 8; 2; 1.6; 5; 2; 1.2857; 2; 31; 1; 0; 0; 1100; 1212; 1; 0
1; 0; 2; 1; 0; 0; 5; 5; 0.2333; 4; 6; 0.1333; 1; 0; 2; 1; 0; 0; 5; 5; 0.2333; 4; 6; 0.1333; 4; 7; -0.8182; 3; 1; 0.75; 34; 73; 1; 0; 0; -98; -98; 0; 1
1; 0; 2; 1; 0; 4; 5; 5; -0.4; 2; 8; -0.0333; 1; 0; 2; 1; 0; 4; 5; 5; -0.4; 2; 8; -0.0333; 2; 2; -0.25; 1; 1; 0.5; 16; 49; 1; 0; 0; 47; 47; 0; 1
1; 0; 3; 1; 0; 2; 7; 3; -0.1667; 6; 4; 0.0667; 1; 0; 3; 1; 0; 2; 7; 3; -0.1667; 6; 4; 0.0667; 0; 3; -1; 0; 2; -1.5; 41; 6; 1; 0; 0; -81; -81; 0; 1
2; 0; 3.5; 2; 0; 1; 3; 7; -0.1667; 7; 3; 0.0667; 2; 0; 3; 2; 0; 1; 3; 7; -0.1667; 7; 3; 0.0667; 3; 3; 0.3333; 2; 1; 0.3333; 49; 23; 1; 0; 0; -34; -34; 1; 0
2; 0; 3; 2; 0; 1; 8; 2; 0.25; 6; 4; 0.3; 2; 0; 3; 2; 0; 1; 8; 2; 0.25; 6; 4; 0.3; 3; 10; -0.7692; 2; 9; -0.8182; 10; 6; 1; 0; 0; 76; 76; 0; 1
2; 0; 0.5; 2; 0; 2; 4; 6; -0.2667; 10; 0; 0.45; 2; 0; 0; 2; 0; 2; 4; 6; -0.2667; 10; 0; 0.45; 1; 4; -1.4; 0; 1; -2; 73; 2; 1; 0; 0; -836; -836; 0; 1
3; 0; 3.3333; 3; 0; 2.3333; 4; 6; -0.1; 8; 2; 0.1667; 3; 0; 3; 3; 0; 2; 4; 6; -0.1; 8; 2; 0.1667; 4; 8; -0.3333; 1; 6; -1; 49; 1; 1; 0; 0; -302; -302; 0; 1
3; 0; 1.3333; 3; 0; 1.6667; 6; 4; 0.1; 10; 0; 0.15; 3; 0; 1; 3; 0; 1; 6; 4; 0.1; 10; 0; 0.15; 7; 13; -0.65; 3; 10; -1.0769; 6; 2; 1; 0; 0; -465; -465; 0; 1
4; 0; 1.75; 4; 0; 1.75; 10; 0; 0.1333; 8; 2; -0.15; 4; 0; 1; 4; 0; 1; 10; 0; 0.1333; 8; 2; -0.15; 13; 28; -0.7317; 9; 23; -0.9375; 2; 1; 1; 0; 0; 527; 527; 0; 1
0; 0; 0; 0; 0; 0; 3; 7; 0.2; 3; 7; -0.25; 0; 0; 0; 0; 0; 0; 4; 6; 0.4; 3; 7; -0.5; 0; 0; 0; 0; 0; 0; 93; 90; 1; 0; 0; -8; 20; 1; 0
0; 0; 0; 0; 0; 0; 3; 7; -0.4667; 5; 5; -0.3; 0; 0; 0; 0; 0; 0; 1; 9; -0.125; 5; 5; -0.3; 1; 0; 2; 1; 0; 2; 100; 82; 1; 0; 0; -188; -264; 1; 0
0; 0; 0; 0; 0; 0; 3; 7; -0.25; 2; 8; 0.3; 0; 0; 0; 0; 0; 0; 4; 6; 0.1; 2; 8; 0.3; 1; 0; 1; 1; 0; 1; 45; 27; 1; 0; 0; 20; 40; 1; 0
